TARGET,APP_NAME,URL,ADS.TXT,IS HTTPS?,"google.com,pub-87","mopub.com, 252","rubiconproject.com, 16","aps.amazon.com,ea",hindsight,REMARKS
858894874,Alien Invader Escape,https://apps.apple.com/us/app/id858894874,https://001.games/app-ads.txt,True,-,-,-,-,-,
692662761,3D Beat Them All,https://apps.apple.com/us/app/id692662761,https://001.games/app-ads.txt,True,-,-,-,-,-,
929629681,Treasure of Bubbles,https://apps.apple.com/us/app/id929629681,https://001.games/app-ads.txt,True,-,-,-,-,-,
665872862,Three Kingdoms Defense,https://apps.apple.com/us/app/id665872862,https://001.games/app-ads.txt,True,-,-,-,-,-,
606068059,Final Guard,https://apps.apple.com/us/app/id606068059,https://001.games/app-ads.txt,True,-,-,-,-,-,
592719183,Army of Goddess Defense,https://apps.apple.com/us/app/id592719183,https://001.games/app-ads.txt,True,-,-,-,-,-,
892119864,Blade of Goddess,https://apps.apple.com/us/app/id892119864,https://001.games/app-ads.txt,True,-,-,-,-,-,
951510967,Bird Link,https://apps.apple.com/us/app/id951510967,https://001.games/app-ads.txt,True,-,-,-,-,-,
969755000,Amazing Mole Hole Tap!,https://apps.apple.com/us/app/id969755000,https://001.games/app-ads.txt,True,-,-,-,-,-,
969781699,Noah Pop Mania,https://apps.apple.com/us/app/id969781699,https://001.games/app-ads.txt,True,-,-,-,-,-,
